id,timestamp,title,released,video,url
1,788918400000,"Toy Story (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Toy%20Story%20(1995)"
2,788918400000,"GoldenEye (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?GoldenEye%20(1995)"
3,788918400000,"Four Rooms (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Four%20Rooms%20(1995)"
4,788918400000,"Get Shorty (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995)"
5,788918400000,"Copycat (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Copycat%20(1995)"
6,788918400000,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","01-Jan-1995","","http://us.imdb.com/Title?Yao+a+yao+yao+dao+waipo+qiao+(1995)"
7,788918400000,"Twelve Monkeys (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995)"
8,788918400000,"Babe (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Babe%20(1995)"
9,788918400000,"Dead Man Walking (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995)"
10,822268800000,"Richard III (1995)","22-Jan-1996","","http://us.imdb.com/M/title-exact?Richard%20III%20(1995)"
11,788918400000,"Seven (Se7en) (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Se7en%20(1995)"
12,808358400000,"Usual Suspects, The (1995)","14-Aug-1995","","http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)"
13,815011200000,"Mighty Aphrodite (1995)","30-Oct-1995","","http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995)"
14,757382400000,"Postino, Il (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)"
15,822873600000,"Mr. Holland's Opus (1995)","29-Jan-1996","","http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995)"
16,788918400000,"French Twist (Gazon maudit) (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995)"
17,823478400000,"From Dusk Till Dawn (1996)","05-Feb-1996","","http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996)"
18,788918400000,"White Balloon, The (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995)"
19,788918400000,"Antonia's Line (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Antonia%20(1995)"
20,788918400000,"Angels and Insects (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995)"
21,824428800000,"Muppet Treasure Island (1996)","16-Feb-1996","","http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996)"
22,824428800000,"Braveheart (1995)","16-Feb-1996","","http://us.imdb.com/M/title-exact?Braveheart%20(1995)"
23,824428800000,"Taxi Driver (1976)","16-Feb-1996","","http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976)"
24,825033600000,"Rumble in the Bronx (1995)","23-Feb-1996","","http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995)"
25,826243200000,"Birdcage, The (1996)","08-Mar-1996","","http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)"
26,788918400000,"Brothers McMullen, The (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)"
27,788918400000,"Bad Boys (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)"
28,788918400000,"Apollo 13 (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Apollo%2013%20(1995)"
29,788918400000,"Batman Forever (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995)"
30,-94694400000,"Belle de jour (1967)","01-Jan-1967","","http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967)"
31,788918400000,"Crimson Tide (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995)"
32,757382400000,"Crumb (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Crumb%20(1994)"
33,788918400000,"Desperado (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Desperado%20(1995)"
34,788918400000,"Doom Generation, The (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)"
35,788918400000,"Free Willy 2: The Adventure Home (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995)"
36,788918400000,"Mad Love (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Mad%20Love%20(1995)"
37,757382400000,"Nadja (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Nadja%20(1994)"
38,788918400000,"Net, The (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Net,%20The%20(1995)"
39,788918400000,"Strange Days (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Strange%20Days%20(1995)"
40,788918400000,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)"
41,788918400000,"Billy Madison (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995)"
42,757382400000,"Clerks (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Clerks%20(1994)"
43,757382400000,"Disclosure (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Disclosure%20(1994)"
44,757382400000,"Dolores Claiborne (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994)"
45,757382400000,"Eat Drink Man Woman (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994)"
46,757382400000,"Exotica (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Exotica%20(1994)"
47,757382400000,"Ed Wood (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994)"
48,757382400000,"Hoop Dreams (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994)"
49,757382400000,"I.Q. (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?I.Q.%20(1994)"
50,220924800000,"Star Wars (1977)","01-Jan-1977","","http://us.imdb.com/M/title-exact?Star%20Wars%20(1977)"
51,757382400000,"Legends of the Fall (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)"
52,757382400000,"Madness of King George, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)"
53,757382400000,"Natural Born Killers (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994)"
54,788918400000,"Outbreak (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Outbreak%20(1995)"
55,757382400000,"Professional, The (1994)","01-Jan-1994","","http://us.imdb.com/Title?L%E9on+(1994)"
56,757382400000,"Pulp Fiction (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)"
57,757382400000,"Priest (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Priest%20(1994)"
58,757382400000,"Quiz Show (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994)"
59,757382400000,"Three Colors: Red (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994)"
60,725846400000,"Three Colors: Blue (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993)"
61,757382400000,"Three Colors: White (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994)"
62,757382400000,"Stargate (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Stargate%20(1994)"
63,757382400000,"Santa Clause, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)"
64,757382400000,"Shawshank Redemption, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)"
65,725846400000,"What's Eating Gilbert Grape (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993)"
66,788918400000,"While You Were Sleeping (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995)"
67,757382400000,"Ace Ventura: Pet Detective (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994)"
68,757382400000,"Crow, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)"
69,757382400000,"Forrest Gump (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)"
70,757382400000,"Four Weddings and a Funeral (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994)"
71,757382400000,"Lion King, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)"
72,757382400000,"Mask, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)"
73,757382400000,"Maverick (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Maverick%20(1994)"
74,-157766400000,"Faster Pussycat! Kill! Kill! (1965)","01-Jan-1965","","http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965)"
75,757382400000,"Brother Minister: The Assassination of Malcolm X (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994)"
76,725846400000,"Carlito's Way (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993)"
77,725846400000,"Firm, The (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)"
78,725846400000,"Free Willy (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Free%20Willy%20(1993)"
79,725846400000,"Fugitive, The (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)"
80,725846400000,"Hot Shots! Part Deux (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993)"
81,757382400000,"Hudsucker Proxy, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)"
82,725846400000,"Jurassic Park (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)"
83,725846400000,"Much Ado About Nothing (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993)"
84,757382400000,"Robert A. Heinlein's The Puppet Masters (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994)"
85,757382400000,"Ref, The (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)"
86,725846400000,"Remains of the Day, The (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)"
87,725846400000,"Searching for Bobby Fischer (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993)"
88,725846400000,"Sleepless in Seattle (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993)"
89,378691200000,"Blade Runner (1982)","01-Jan-1982","","http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)"
90,725846400000,"So I Married an Axe Murderer (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993)"
91,725846400000,"Nightmare Before Christmas, The (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)"
92,725846400000,"True Romance (1993)","01-Jan-1993","","http://us.imdb.com/M/title-exact?True%20Romance%20(1993)"
93,832896000000,"Welcome to the Dollhouse (1995)","24-May-1996","","http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995)"
94,631152000000,"Home Alone (1990)","01-Jan-1990","","http://us.imdb.com/M/title-exact?Home%20Alone%20(1990)"
95,694224000000,"Aladdin (1992)","01-Jan-1992","","http://us.imdb.com/M/title-exact?Aladdin%20(1992)"
96,662688000000,"Terminator 2: Judgment Day (1991)","01-Jan-1991","","http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)"
97,631152000000,"Dances with Wolves (1990)","01-Jan-1990","","http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990)"
98,662688000000,"Silence of the Lambs, The (1991)","01-Jan-1991","","http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
99,-1041379200000,"Snow White and the Seven Dwarfs (1937)","01-Jan-1937","","http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937)"
100,855878400000,"Fargo (1996)","14-Feb-1997","","http://us.imdb.com/M/title-exact?Fargo%20(1996)"
101,352857600000,"Heavy Metal (1981)","08-Mar-1981","","http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981)"
102,0,"Aristocats, The (1970)","01-Jan-1970","","http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)"
103,828057600000,"All Dogs Go to Heaven 2 (1996)","29-Mar-1996","","http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996)"
104,828057600000,"Theodore Rex (1995)","29-Mar-1996","","http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995)"
105,828057600000,"Sgt. Bilko (1996)","29-Mar-1996","","http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996)"
106,820454400000,"Diabolique (1996)","01-Jan-1996","","http://us.imdb.com/M/title-exact?Diabolique%20(1996)"
107,834710400000,"Moll Flanders (1996)","14-Jun-1996","","http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996)"
108,829267200000,"Kids in the Hall: Brain Candy (1996)","12-Apr-1996","","http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996)"
109,829872000000,"Mystery Science Theater 3000: The Movie (1996)","19-Apr-1996","","http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996)"
110,788918400000,"Operation Dumbo Drop (1995)","01-Jan-1995","","http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995)"
111,830476800000,"Truth About Cats & Dogs, The (1996)","26-Apr-1996","","http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)"
112,831686400000,"Flipper (1996)","10-May-1996","","http://us.imdb.com/M/title-exact?Flipper%20(1996)"
113,829872000000,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","19-Apr-1996","","http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)"
114,828662400000,"Wallace & Gromit: The Best of Aardman Animation (1996)","05-Apr-1996","","http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996)"
115,830476800000,"Haunted World of Edward D. Wood Jr., The (1995)","26-Apr-1996","","http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)"
116,830217600000,"Cold Comfort Farm (1995)","23-Apr-1996","","http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV)"
117,834105600000,"Rock, The (1996)","07-Jun-1996","","http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)"
118,831686400000,"Twister (1996)","10-May-1996","","http://us.imdb.com/M/title-exact?Twister%20(1996)"
119,757382400000,"Maya Lin: A Strong Clear Vision (1994)","01-Jan-1994","","http://us.imdb.com/M/title-exact?Maya%20Lin:%20A%20Strong%20Clear%20Vision%20(1994)"
120,835920000000,"Striptease (1996)","28-Jun-1996","","http://us.imdb.com/M/title-exact?Striptease%20(1996)"
121,836352000000,"Independence Day (ID4) (1996)","03-Jul-1996","","http://us.imdb.com/M/title-exact?Independence%20Day%20(1996)"
122,834710400000,"Cable Guy, The (1996)","14-Jun-1996","","http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)"
123,837734400000,"Frighteners, The (1996)","19-Jul-1996","","http://us.imdb.com/M/title-exact?Frighteners,%20The%20(1996)"
124,835315200000,"Lone Star (1996)","21-Jun-1996","","http://us.imdb.com/M/title-exact?Lone%20Star%20(1996)"
125,836006400000,"Phenomenon (1996)","29-Jun-1996","","http://us.imdb.com/M/title-exact?Phenomenon%20(1996)"
126,841968000000,"Spitfire Grill, The (1996)","06-Sep-1996","","http://us.imdb.com/M/title-exact?Spitfire%20Grill,%20The%20(1996)"
127,63072000000,"Godfather, The (1972)","01-Jan-1972","","http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)"
128,838339200000,"Supercop (1992)","26-Jul-1996","","http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992)"
129,844387200000,"Bound (1996)","04-Oct-1996","","http://us.imdb.com/M/title-exact?Bound%20(1996)"
130,840153600000,"Kansas City (1996)","16-Aug-1996","","http://us.imdb.com/M/title-exact?Kansas%20City%20(1996)"
131,-283996800000,"Breakfast at Tiffany's (1961)","01-Jan-1961","","http://us.imdb.com/M/title-exact?Breakfast%20at%20Tiffany's%20(1961)"
132,-978307200000,"Wizard of Oz, The (1939)","01-Jan-1939","","http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)"
133,-978307200000,"Gone with the Wind (1939)","01-Jan-1939","","http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939)"
134,-915148800000,"Citizen Kane (1941)","01-Jan-1941","","http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941)"
135,-63158400000,"2001: A Space Odyssey (1968)","01-Jan-1968","","http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968)"
